Type-TH,Type-EN,SubType-TH,SubType-EN,Attraction-name TH,Attraction-name EN,Organization-Unit-TH,Organization-Unit-EN,Latitude,Longtiude,Open-Houre,Image-URL,Facility,Contact,Province,District,Subdistrict,,,,,,,
ทางบก,terrestrial,ชมพรรณไม้ / ป่าไม้,Plant / Woodland,ภูวัด,Phu Wat,อุทยานแห่งชาติภูสระดอกบัว,Phu Sa Dok Bua National Park,,,"ในช่วงฤดูหนาวจะหนาวจัดบนยอดภูจะมีลมพัดค่อนข้างแรง  หน้าร้อนอากาศจะเย็นสบายตลอดปี  ในช่วงเดือนมีนาคม - เมษายนอากาศค่อนข้างร้อนจัด   สภาพภูมิอากาศแบ่งออกเป็น  3 ฤดู  คือ -   ฤดูฝน   ระหว่าง  เดือน  พฤษภาคม  -  เดือน  ตุลาคม   -   ฤดูหนาว  ระหว่าง  เดือน  พฤศจิกายน  - เดือน  มกราคม   -   ฤดูร้อน  ระหว่าง  เดือน  กุมภาพันธ์  -  เดือน  เมษายน  ",http://park.dnp.go.th/dnp/scenicpic/1076107600511scene030311_114746.jpg,,,มุกดาหาร ,ดอนตาล ,ป่าไร่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสระดอกบัว,Phu Sa Dok Bua National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,ภูผาแต้ม,Phu Pha Tam,อุทยานแห่งชาติภูสระดอกบัว,Phu Sa Dok Bua National Park,,,"ภูผาแต้มมีสภาพภูมิอากาศแบ่งออกเป็น 3 ฤดู -   ฤดูฝน   ระหว่าง  เดือน  พฤษภาคม  -  เดือน  ตุลาคม   -   ฤดูหนาว  ระหว่าง  เดือน  พฤศจิกายน  - เดือน  มกราคม   -   ฤดูร้อน  ระหว่าง  เดือน  กุมภาพันธ์  -  เดือน  เมษายน  ",http://park.dnp.go.th/dnp/scenicpic/1076107600513scene030311_114230.jpg,,,มุกดาหาร ,ดอนตาล ,ป่าไร่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสระดอกบัว,Phu Sa Dok Bua National Park National Park
ทางบก,terrestrial,ชมพรรณไม้ / ป่าไม้,Plant / Woodland,ภูสระดอกบัว,Phu Sa Dok Bua,อุทยานแห่งชาติภูสระดอกบัว,Phu Sa Dok Bua National Park,,,"เนื่องจากสภาพภูมิประเทศของภูสระดอกบัวเป็นทิวเขาที่มีความสลับซับซ้อนและผืนป่ายังคงมีความอุดมสมบูรณ์จึงทำให้สภาพภมิอากาศค่อนข้างเย็นสบายเกือบทั้งป่าในบริเวณตอนผืนป่าตอนกลาง  แต่จะมีช่วงที่อากาษค่อนข้างร้อนในช่วงฤดูร้อนบริเวณด้านทิศตะวันตกเฉียงใต้และด้านทิศตะวันออก  ลักษณะภูมิอากาศแบ่ง  ได้  3 ฤดู เช่นเดียวกันกับบริเวณพื้นที่อุทยานแห่งชาติภูสระดอกบัว  ได้แก่ -   ฤดูฝน   ระหว่าง  เดือน  พฤษภาคม  -  เดือน  ตุลาคม   -   ฤดูหนาว  ระหว่าง  เดือน  พฤศจิกายน  - เดือน  มกราคม   -   ฤดูร้อน  ระหว่าง  เดือน  กุมภาพันธ์  -  เดือน  เมษายน ",http://park.dnp.go.th/dnp/scenicpic/1076107600514scene030311_113012.jpg,,,มุกดาหาร ,ดอนตาล ,ป่าไร่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสระดอกบัว,Phu Sa Dok Bua National Park National Park
ทางบก,terrestrial,แม่น้ำ / ลำคลอง / ทะเลสาบ,River / Lagune,อ่างเก็บน้ำห้วยหินข้อ,Huai Hin Koor Reservoir,อุทยานแห่งชาติภูสระดอกบัว,Phu Sa Dok Bua National Park,,,"บริเวณอ่างเก็บน้ำห้วยหินข้อจะเป็นที่ราบเชิงเขาจึงทำให้ในช่วงหน้าแล้งอากาศจะค่อนข้างร้อนซึ่งมียอดเขาภูผาแต้ม  ภูวัดเป็นเสมือนกำแพงที่บดบังแรงลมที่พัดผ่านมาทางด้านทิศตะวันออกและทิศเหนือแต่ในช่วงฤดูหนาวลมจะรุนแรงและอากาศอนข้างเย็นในช่วงกลางคืน - ช่วงสาย ฤดูฝนได้รับอิทธิพลจากลมมรสุมตะวันตกเฉียงใต้จากทะเลจีนใต้ จึงทำให้มีฝนและกระแสลมค่อนข้างรุนแรงเช่นกัน โดยแบ่งช่วงฤดูกาลออกเป็น 3 ฤดู  -   ฤดูฝน   ระหว่าง  เดือน  พฤษภาคม  -  เดือน  ตุลาคม   -   ฤดูหนาว  ระหว่าง  เดือน  พฤศจิกายน  - เดือน  มกราคม   -   ฤดูร้อน  ระหว่าง  เดือน  กุมภาพันธ์  -  เดือน  เมษายน ",http://park.dnp.go.th/dnp/scenicpic/1076107600515scene030311_113525.jpg,,,มุกดาหาร ,ดอนตาล ,ป่าไร่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสระดอกบัว,Phu Sa Dok Bua National Park National Park
ทางบก,terrestrial,หน้าผา,Cliff,ผาหำหด,PHA HAM HOD,อุทยานแห่งชาติไทรทอง,Sai Thong National Park,,,,http://park.dnp.go.th/dnp/scenicpic/10771077001scene170815_113745.jpg,,,ชัยภูมิ ,หนองบัวระเหว ,วังตะเฆ่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติไทรทอง,Sai Thong National Park National Park
ทางบก,terrestrial,ชมพรรณไม้ / ป่าไม้,Plant / Woodland,ทุ่งบัวสวรรค์ ,Siam Of Tulips Filed ,อุทยานแห่งชาติไทรทอง,Sai Thong National Park,,,"มิถุนายน-กลางเดือนสิงหาคม และ พฤศจิกายน-มกราคม",http://park.dnp.go.th/dnp/scenicpic/1077107700319scene210612_164120.jpg,,,ชัยภูมิ ,หนองบัวระเหว ,วังตะเฆ่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติไทรทอง,Sai Thong National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกไทรทอง,Saithong Waterfall,อุทยานแห่งชาติไทรทอง,Sai Thong National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1077107700798scene210612_171407.jpg,,,ชัยภูมิ ,หนองบัวระเหว ,วังตะเฆ่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติไทรทอง,Sai Thong National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกคิ้ง,Khing Waterfall,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกช้างตก,Chang Tok Waterfall,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900404scene270311_94426.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกวังตาด,Wang Tat Waterfall,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900405scene130515_101450.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกตาดเหือง,Tat Hueang Waterfall,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/space.gif,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกผาค้อ,Pha Kho Waterfall,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900407scene130515_100806.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกตาดภา,Tat Pha Waterfall,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900408scene250710_104802.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,เนิน 1408 ,Hill 1408 Viewpoint,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,"อากาศค่อนข้างหนาวเย็นตลอดปี  เนื่องจากความสมบูรณ์ของป่าธรรมชาติซึ่งมีพรรณไม้อยู่หนาแน่น ในช่วงฤดูหนาวอากาศจะหนาวเย็นมาก  จนเกิดน้ำค้างแข็งเกาะยอดหญ้า  หรือที่เรียกว่า ""แม่คะนิ้ง""",http://park.dnp.go.th/dnp/scenicpic/1079107900409scene130515_95248.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,ถ้ำ,Cave,ถ้ำเกีย,Kia Cave,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900441scene130515_103515.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,จุดพักผ่อนในเขตบริการ,Vacation spot,ภูหัวฮ่อม,Phu Hua Hom ,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900978scene130515_105216.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,เนิน 1255 (ตก.1),Hill 1255 Viewpoint,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/space.gif,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,ก่องเบิก,Kong Beik,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/space.gif,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,แย้งตากแดด,Yaeng Tak Dad,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900985scene130515_112159.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,หน้าผา,Cliff,ตาดเสือ,Tat Seua,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900987scene130515_113542.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,หน้าผา,Cliff,ตาดเลียงผา,Tat Laingpa,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900988scene140515_144948.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,ธรณีสัณฐาน, Geomorphology,หินก่วยหล่อ,Guayhlo Stone,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900989scene130515_121329.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,ธรณีสัณฐาน, Geomorphology,หินสี่ทิศ,See Tit Stone,อุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1079107900990scene130515_115746.jpg,,,เลย ,นาแห้ว ,แสงภา ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติภูสวนทราย,Phu Suan Sai National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกแม่หาด,Mae Had Waterfall,อุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park,,,,http://park.dnp.go.th/dnp/scenicpic/10801080001scene280909_141209.jpg,,0-5324-8491 /  0-9261-5197,เชียงใหม่ ,แม่แตง ,กึ๊ดช้าง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกแม่ลาด,Mae Lad Waterfall,อุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1080108000378scene280909_143424.jpg,,0-5324-8491 /  0-9261-5197,เชียงใหม่ ,แม่แตง ,กึ๊ดช้าง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park National Park
ทางบก,terrestrial,น้ำพุร้อน / บ่อน้ำแร่, Hot spring / Spas,น้ำพุร้อนโป่งเดือด,Hot Springs,อุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1080108000379scene180811_121922.jpg,,0-5324-8491 /  0-9261-5197,เชียงใหม่ ,แม่แตง ,กึ๊ดช้าง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดชมวิวดอยกิ่วลม,Doi Kio Lom Viewpoint,อุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park,,,พ.ย.-ก.พ.,http://park.dnp.go.th/dnp/scenicpic/1080108000754scene290415_111927.jpg,,0-5324-8491 /  0-9261-5197,เชียงใหม่ ,แม่แตง ,กึ๊ดช้าง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park National Park
ทางบก,terrestrial,น้ำพุร้อน / บ่อน้ำแร่, Hot spring / Spas,น้ำพุร้อนท่าปาย,Thapai Hotspring,อุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park,,,ตลอดทั้งปี,,,0-5324-8491 /  0-9261-5197,เชียงใหม่ ,แม่แตง ,กึ๊ดช้าง ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติห้วยน้ำดัง,Huai Nam Dang National Park National Park
ทางบก,terrestrial,ภูเขา / ดอย, Mountain,ดอยลังกา,Doi Lung Ka,อุทยานแห่งชาติขุนแจ,Khun Chae National Park,,,หนาวเย็น,http://park.dnp.go.th/dnp/scenicpic/10811081001scene120615_113031.jpg,,,เชียงราย ,เวียงป่าเป้า ,แม่เจดีย์ใหม่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนแจ,Khun Chae National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกแม่โถ,Mae Toe Waterfall,อุทยานแห่งชาติขุนแจ,Khun Chae National Park,,,ตลอดทั้งปี,http://park.dnp.go.th/dnp/scenicpic/10811081001241scene120615_114332.jpg,,,เชียงราย ,เวียงป่าเป้า ,แม่เจดีย์ใหม่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนแจ,Khun Chae National Park National Park
ทางบก,terrestrial,ภูเขา / ดอย, Mountain,ดอยมด,Doi Mod,อุทยานแห่งชาติขุนแจ,Khun Chae National Park,,,เดือนพฤศจิกายน - เดือนกุมภาพันธ์,http://park.dnp.go.th/dnp/scenicpic/10811081001242scene120615_113607.jpg,,,เชียงราย ,เวียงป่าเป้า ,แม่เจดีย์ใหม่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนแจ,Khun Chae National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกขุนแจ,-,อุทยานแห่งชาติขุนแจ,Khun Chae National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1081108100385scene120615_115152.jpg,,,เชียงราย ,เวียงป่าเป้า ,แม่เจดีย์ใหม่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนแจ,Khun Chae National Park National Park
ทางบก,terrestrial,แม่น้ำ / ลำคลอง / ทะเลสาบ,River / Lagune,อ่างเก็บน้ำแม่ฉางข้าว,-,อุทยานแห่งชาติขุนแจ,Khun Chae National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1081108100836scene120615_115500.jpg,,,เชียงราย ,เวียงป่าเป้า ,แม่เจดีย์ใหม่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนแจ,Khun Chae National Park National Park
ทางบก,terrestrial,ภูเขา / ดอย, Mountain,ดอยผาโง้ม,Doi Pangome,อุทยานแห่งชาติขุนแจ,Khun Chae National Park,,,เดือนพฤศจิกายน - เดือนกุมภาพันธ์,,,,เชียงราย ,เวียงป่าเป้า ,แม่เจดีย์ใหม่ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติขุนแจ,Khun Chae National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,เขายักษ์,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,"ลักษณะภูมิอากาศ	 	สภาพภูมิอากาศโดยทั่วไปของภูมิภาคนี้มักอยู่ภายใต้อิทธิพลของลมมรสุมตะวันตกเฉียงใต้และลมมรสุมตะวันออกเฉียงเหนือ ส่งผลให้มีฤดูกาล 3 ฤดู ได้แก่ ฤดูร้อน เริ่มตั้งแต่เดือนกุมภาพันธ์ถึง             เดือนเมษายน  ฤดูฝนตั้งแต่เดือนพฤษภาคมถึงเดือนตุลาคม  และฤดูหนาว ตั้งแต่เดือนพฤศจิกายนถึงเดือนมกราคม ในช่วงฤดูลมมรสุมตะวันตกเฉียงใต้ ตั้งแต่กลางเดือนพฤษภาคม ถึงเดือนตุลาคม ซึ่งเป็นช่วงฤดูฝน ความชุ่มชื้นจะถูกพัดพามาจากทะเลอันดามันและอ่าวไทย ทำให้พื้นที่บริเวณนี้ได้รับปริมาณน้ำฝนเฉลี่ยต่อเดือน 161.5 – 264.9 มิลลิเมตร อย่างไรก็ตามปริมาณฝนในพื้นที่ยังขึ้นอยู่กับว่าอยู่ทางทิศใดของเทือกเขาพนมดงรักด้วย หากอยู่ในแนวปะทะของเทือกเขาพนมดงรักจะทำให้ฝนตกในบริเวณด้านที่รับลมมากกว่าด้านไม่รับลม สำหรับฤดูหนาวเป็นช่วงที่ได้รับอิทธิพลของลมมรสุมตะวันออกเฉียงเหนืออุณหภูมิ       เท่ากับ  24.9-27.7 องศาเซลเซียส  ",http://park.dnp.go.th/dnp/scenicpic/10821082001scene170815_120257.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,เส้นทางศึกษาธรรมชาติ,Nature Trail,ป่าสลัดได,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,สภาพภูมิอากาศโดยทั่วไปของภูมิภาคนี้มักอยู่ภายใต้อิทธิพลของลมมรสุมตะวันตกเฉียงใต้และลมมรสุมตะวันออกเฉียงเหนือ ส่งผลให้มีฤดูกาล 3 ฤดู ได้แก่ ฤดูร้อน เริ่มตั้งแต่เดือนกุมภาพันธ์ถึงเดือนเมษายน  ฤดูฝนตั้งแต่เดือนพฤษภาคมถึงเดือนตุลาคม  และฤดูหนาว ตั้งแต่เดือนพฤศจิกายนถึงเดือนมกราคม ในช่วงฤดูลมมรสุมตะวันตกเฉียงใต้ ตั้งแต่กลางเดือนพฤษภาคม ถึงเดือนตุลาคม ซึ่งเป็นช่วง  ฤดูฝน ความชุ่มชื้นจะถูกพัดพามาจากทะเลอันดามันและอ่าวไทย ทำให้พื้นที่บริเวณนี้ได้รับปริมาณน้ำฝนเฉลี่ยต่อเดือน 161.5 &#8211; 264.9 มิลลิเมตร อย่างไรก็ตามปริมาณฝนในพื้นที่ยังขึ้นอยู่กับว่าอยู่ทางทิศใดของเทือกเขาพนมดงรักด้วย หากอยู่ในแนวปะทะของเทือกเขาพนมดงรักจะทำให้ฝนตกในบริเวณด้านที่รับลมมากกว่าด้านไม่รับลม สำหรับฤดูหนาวเป็นช่วงที่ได้รับอิทธิพลของลมมรสุมตะวันออกเฉียงเหนืออุณหภูมิ เท่ากับ 24.9-27.7 องศาเซลเซียส ,http://park.dnp.go.th/dnp/scenicpic/1082108200401scene180711_131103.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดชมวิวเทือกเขาบรรทัด,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200403scene180711_130728.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,จุดชมวิว,Viewpoint,จุดทิวทัศน์ผาแดง,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200724scene180711_154039.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,น้ำตก,Waterfall,น้ำตกผาแดง,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200725scene180711_151802.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,รอยจารึกพระบรมราชโองการ ศาล ร.5,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200726scene180711_152123.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,ธรณีสัณฐาน, Geomorphology,ละลุ,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200727scene180711_152424.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,เส้นทางศึกษาธรรมชาติ,Nature Trail,เส้นทางศึกษาธรรมชาติ 1 กิโลเมตร,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200728scene180711_154408.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,เส้นทางศึกษาธรรมชาติ,Nature Trail,เส้นทางศึกษาธรรมชาติ 3 กิโลเมตร,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200729scene180711_154550.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,ลานหินตัดสระเพลง,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200730scene180711_153850.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,รอยจารึกอักษรขอมโบราณ,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200731scene180711_154801.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,ศิลปวัฒนธรรม / โบราณสถาน,Cultural / Historic Site,ปราสาทสระแจง,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200732scene180711_153454.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,ชมพรรณไม้ / ป่าไม้,Plant / Woodland,ต้นสมพงษ์ยักษ์,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200734scene180711_155104.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,สัตว์ป่า,Wildlife,แหล่งดูนก,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200735scene180711_160848.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,สัตว์ป่า,Wildlife,ส่องกระทิง,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200736scene180711_161109.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
ทางบก,terrestrial,จุดพักผ่อนในเขตบริการ,Vacation spot,ลานกางเต๊นท์,-,อุทยานแห่งชาติตาพระยา,Ta Phraya National Park,,,,http://park.dnp.go.th/dnp/scenicpic/1082108200737scene180711_161257.jpg,,,บุรีรัมย์ ,โนนดินแดง ,บึงเจริญ ,,,,,,อุทยานแห่งชาติอุทยานแห่งชาติตาพระยา,Ta Phraya National Park National Park
